timestamp,$58500 or above,$58750 or above,$59000 or above,$59250 or above,$59500 or above,$59750 or above,$60000 or above,$60250 or above,$60500 or above,$60750 or above,$61000 or above,$61250 or above,$61500 or above,$61750 or above,$62000 or above,$62250 or above,$62500 or above,$62750 or above,$63000 or above,$63250 or above,$63500 or above,$63750 or above,$64000 or above,$64250 or above,$64500 or above,$64750 or above,$65000 or above,$65250 or above,$65500 or above,$65750 or above,$66000 or above,$66250 or above,$66500 or above,$66750 or above,$67000 or above,$67250 or above,$67500 or above,$67750 or above,$68000 or above,$68250 or above,$68500 or above,$68750 or above,$69000 or above,$69250 or above,$69500 or above,$69750 or above,$70000 or above,$70250 or above,$70500 or above,$70750 or above,$71000 or above,$71250 or above,$71500 or above,$71750 or above,$72000 or above,$72250 or above,$72500 or above,$72750 or above,$73000 or above,$73250 or above,$73500 or above,$73750 or above,$74000 or above,$74250 or above,$74500 or above,$74750 or above,$75000 or above,$75250 or above,$75500 or above,$75750 or above,$76000 or above,$76250 or above,$76500 or above,$76750 or above,$77000 or above
2026-03-10T23:01:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.21,82.95,51.30,21.68,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-10T23:02:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.00,95.25,85.85,56.96,26.93,8.34,3.56,1.77,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-10T23:03:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.00,96.47,85.80,61.30,25.30,9.10,3.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-10T23:04:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.00,98.00,95.00,83.72,56.84,22.93,8.05,2.39,1.00,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-10T23:05:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.00,98.00,94.47,81.78,50.41,19.72,7.11,2.55,1.00,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-10T23:06:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.00,98.88,94.46,82.20,51.88,19.99,8.36,1.56,1.00,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-10T23:07:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.00,98.88,96.55,85.14,53.75,20.96,7.67,2.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-10T23:08:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.00,98.00,96.48,84.94,52.68,20.16,7.33,1.91,1.00,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-10T23:09:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.00,98.00,95.58,83.66,49.90,16.82,5.91,2.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-10T23:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.00,98.00,96.76,83.59,52.46,18.52,6.99,2.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,
