timestamp,$58750 or above,$59000 or above,$59250 or above,$59500 or above,$59750 or above,$60000 or above,$60250 or above,$60500 or above,$60750 or above,$61000 or above,$61250 or above,$61500 or above,$61750 or above,$62000 or above,$62250 or above,$62500 or above,$62750 or above,$63000 or above,$63250 or above,$63500 or above,$63750 or above,$64000 or above,$64250 or above,$64500 or above,$64750 or above,$65000 or above,$65250 or above,$65500 or above,$65750 or above,$66000 or above,$66250 or above,$66500 or above,$66750 or above,$67000 or above,$67250 or above,$67500 or above,$67750 or above,$68000 or above,$68250 or above,$68500 or above,$68750 or above,$69000 or above,$69250 or above,$69500 or above,$69750 or above,$70000 or above,$70250 or above,$70500 or above,$70750 or above,$71000 or above,$71250 or above,$71500 or above,$71750 or above,$72000 or above,$72250 or above,$72500 or above,$72750 or above,$73000 or above,$73250 or above,$73500 or above,$73750 or above,$74000 or above,$74250 or above,$74500 or above,$74750 or above,$75000 or above,$75250 or above,$75500 or above,$75750 or above,$76000 or above,$76250 or above,$76500 or above,$76750 or above,$77000 or above,$77250 or above
2026-03-08T22:01:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.00,96.32,77.00,79.56,49.57,24.71,,3.88,3.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-08T22:02:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.00,96.03,89.35,71.65,47.13,21.86,6.99,2.00,3.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-08T22:03:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,98.26,98.70,97.69,91.59,83.09,65.35,43.70,23.69,9.08,2.63,2.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-08T22:04:00Z,,,,,,99.00,,,,,,,,,,,,,,,,,,98.41,97.92,97.28,92.97,89.43,82.88,71.64,54.60,37.46,28.84,11.32,6.80,1.46,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-08T22:05:00Z,,,,,,99.00,,,,,,,,,,,,,,,98.25,99.00,98.00,93.91,94.87,92.67,87.75,75.50,62.62,45.81,31.47,21.09,13.96,8.02,2.95,1.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-08T22:06:00Z,,,,,,99.00,,,,,,,,,,,,,,99.00,98.25,96.00,96.00,93.91,93.14,87.66,81.87,69.93,53.77,40.21,25.97,16.29,9.50,5.83,3.27,1.00,1.85,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-08T22:07:00Z,,,,,,99.00,,,,,,,,,,,,,,99.00,98.25,99.00,96.00,96.36,95.10,92.19,85.31,76.92,63.94,50.08,35.42,22.50,10.76,7.52,5.00,2.00,2.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-08T22:08:00Z,,,,,,99.00,,,,,,,,,,,,,,99.00,99.00,99.00,96.00,96.36,95.00,93.50,90.02,79.65,68.74,53.14,38.72,25.25,12.40,8.49,5.00,1.98,2.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-08T22:09:00Z,,,,,,99.00,,,,,,,,,,,,,,99.00,99.00,99.00,96.00,96.36,95.44,95.27,91.14,83.44,71.53,56.85,41.81,27.03,15.17,9.26,6.64,2.86,2.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-08T22:10:00Z,,,,,,99.00,,,,,,,,,,,,,,99.00,99.00,97.00,96.00,96.36,96.00,95.79,90.29,82.45,70.09,55.91,41.14,25.67,14.27,8.37,5.00,2.86,1.90,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-08T22:11:00Z,,,,,,99.00,,,,,,,,,,,,99.00,,99.00,99.00,99.00,99.00,98.38,96.00,93.00,90.12,80.18,66.02,54.02,41.00,22.72,12.46,8.09,5.27,3.00,1.90,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-08T22:12:00Z,,,,,,99.00,,,,,,,,,,,,99.00,,99.00,99.00,99.00,99.00,98.29,96.00,93.04,89.87,77.13,62.96,46.95,39.71,20.10,11.28,7.00,4.13,3.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-08T22:13:00Z,,,,,,99.00,,,,,,,,,,,,99.00,,99.00,99.00,99.00,99.00,98.29,95.40,88.98,81.00,67.35,53.61,40.59,25.86,12.34,8.39,6.17,3.20,2.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-08T22:14:00Z,,,,,,99.00,,,,,,,,,,,,99.00,,99.00,99.00,99.00,99.00,97.00,96.54,89.70,85.31,70.33,53.61,36.29,24.04,16.59,7.26,4.00,2.04,2.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-08T22:15:00Z,,,,,,99.00,,,,,,,,,,,,99.00,,99.00,99.00,99.00,99.00,96.71,96.00,93.67,89.23,79.40,64.99,50.30,32.83,20.79,11.48,4.05,3.00,2.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-08T22:16:00Z,,,,,,99.00,,,,,,,,,,,,99.00,,99.00,99.00,99.00,99.00,96.71,96.98,95.25,93.32,83.72,67.37,53.24,34.33,20.96,10.85,7.00,3.00,1.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-08T22:17:00Z,,,,,,99.00,,,,,,,,,,,,99.00,,99.00,99.00,99.00,99.00,96.71,98.00,95.11,94.53,85.96,75.92,59.10,41.33,23.02,13.29,7.00,3.00,1.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-08T22:18:00Z,,,,,,99.00,,,,,,,,,,,,99.00,,99.00,99.00,99.00,99.00,96.71,98.00,95.11,96.00,88.94,75.78,59.72,40.66,21.69,13.00,6.00,3.00,1.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-08T22:19:00Z,,,,,,99.00,,,,,,,,,,,,99.00,,99.00,99.00,99.00,99.00,96.71,97.00,93.07,88.67,78.60,67.87,46.04,32.06,16.55,12.00,5.12,2.71,1.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
