timestamp,$58500 or above,$58750 or above,$59000 or above,$59250 or above,$59500 or above,$59750 or above,$60000 or above,$60250 or above,$60500 or above,$60750 or above,$61000 or above,$61250 or above,$61500 or above,$61750 or above,$62000 or above,$62250 or above,$62500 or above,$62750 or above,$63000 or above,$63250 or above,$63500 or above,$63750 or above,$64000 or above,$64250 or above,$64500 or above,$64750 or above,$65000 or above,$65250 or above,$65500 or above,$65750 or above,$66000 or above,$66250 or above,$66500 or above,$66750 or above,$67000 or above,$67250 or above,$67500 or above,$67750 or above,$68000 or above,$68250 or above,$68500 or above,$68750 or above,$69000 or above,$69250 or above,$69500 or above,$69750 or above,$70000 or above,$70250 or above,$70500 or above,$70750 or above,$71000 or above,$71250 or above,$71500 or above,$71750 or above,$72000 or above,$72250 or above,$72500 or above,$72750 or above,$73000 or above,$73250 or above,$73500 or above,$73750 or above,$74000 or above,$74250 or above,$74500 or above,$74750 or above,$75000 or above,$75250 or above,$75500 or above,$75750 or above,$76000 or above,$76250 or above,$76500 or above,$76750 or above,$77000 or above
2026-03-10T18:01:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.00,,96.82,97.00,89.67,83.23,62.00,38.13,21.25,9.00,,,,,,,,,,,,,,,,,,,,,,
2026-03-10T18:02:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.00,,98.88,97.00,92.00,83.00,63.05,38.03,20.09,9.20,4.94,2.00,1.00,,,,,,,,,,,,,,,,,,,
2026-03-10T18:03:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.00,99.00,98.00,96.23,91.56,80.43,58.74,36.12,18.21,8.25,4.00,2.00,1.00,,,,,,,,,,,,,,,,,,,
2026-03-10T18:04:00Z,99.00,99.00,99.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.00,99.00,98.00,97.00,92.50,84.00,63.65,39.18,20.11,8.97,4.33,2.00,1.00,,,,,,,,,,,,,,,,,,,
2026-03-10T18:05:00Z,99.00,99.00,99.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.00,99.00,99.00,97.00,94.37,83.37,62.34,39.11,19.01,8.91,4.00,1.58,1.66,,,,,,,,,,,,,,,,,,,
2026-03-10T18:06:00Z,99.00,99.00,99.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.00,99.00,98.71,97.21,92.22,80.83,57.00,33.52,16.39,7.41,3.59,1.00,1.00,,,,,,,,,,,,,,,,,,,
2026-03-10T18:07:00Z,99.00,99.00,99.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.00,99.00,99.00,97.84,92.84,82.58,57.68,38.63,15.31,8.59,3.36,1.00,1.00,,,,,,,,,,,,,,,,,,,
2026-03-10T18:08:00Z,99.00,99.00,99.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.00,99.00,98.80,98.00,91.96,76.22,52.86,29.81,13.74,6.89,3.00,1.00,1.00,,,,,,,,,,,,,,,,,,,
2026-03-10T18:09:00Z,99.00,99.00,99.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.00,99.00,98.39,96.00,91.43,76.43,51.13,27.58,12.24,3.57,2.00,1.00,1.00,,,,,,,,,,,,,,,,,,,
2026-03-10T18:10:00Z,99.00,99.00,99.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.00,99.00,99.00,95.20,89.58,71.42,45.71,25.10,10.81,3.03,1.00,1.00,1.00,,,,,,,,,,,,,,,,,,,
